OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
275,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{6D555908-77FF-4567-84D2-2C170FD84F93},295,FOUN,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUN/Metadata/foun_metadata.xml,Fort Union National Monument,2007/05/15 00:00:00+00,NM,IM,889156,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047966,Fort Union,10849.5554143105,4454850.18480919
276,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{834D4694-5F67-4511-991E-8CA21869D2E4},296,GICL,Lands - http://landsnet.nps.gov/tractsnet/documents/GICL/Metadata/gicl_metadata.xml,Gila Cliff Dwellings National Monument,2024/01/23 00:00:00+00,NM,IM,928945,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047972,Gila Cliff Dwellings,8966.71122494271,3153203.66849035
277,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{B200E4D0-5E5E-4A82-BF9E-9DDC979AA86A},297,SAPU,Lands - http://landsnet.nps.gov/tractsnet/documents/SAPU/Metadata/sapu_metadata.xml,Salinas Pueblo Missions National Monument,2013/11/26 00:00:00+00,NM,IM,936877,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208008,Salinas Pueblo Missions,22270.2067706245,6379382.63915629
278,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{FF086257-5D39-4E7B-AD24-092941F19D03},298,HOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/HOSP/Metadata/hosp_metadata.xml,Hot Springs National Park,2020/06/15 00:00:00+00,AR,MW,56796,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223244,Hot Springs,60153.8234171398,32612774.3131789
279,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{43065345-1719-41CB-A1AB-AB0B8FCDDB0C},299,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,2018/05/08 00:00:00+00,AR,MW,2091841,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165977,Little Rock Central High School,2185.08277124183,173527.838249898
280,2024/04/22 14:02:34+00,NPS_WASO_LANDS,2024/04/22 14:02:34+00,NPS_WASO_LANDS,{809FE1E8-6401-426E-BE25-30722E0468B0},300,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,2017/03/14 00:00:00+00,AR,MW,56686,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048155,Fort Smith,7095.26411627623,433548.564154934
281,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{5353EC8F-C6FD-447F-A2DD-C187D50BD089},302,BUFF,Lands - http://landsnet.nps.gov/tractsnet/documents/BUFF/Metadata/buff_metadata.xml,Buffalo National River,2023/08/22 12:23:48+00,AR,MW,74272,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047916,Buffalo,458876.747774833,579918191.621803
282,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{20490C8B-97D1-44DE-A61F-568A6F17745C},303,LYJO,Lands - http://landsnet.nps.gov/tractsnet/documents/LYJO/Metadata/lyjo_metadata.xml,Lyndon B. Johnson National Historical Park,2017/06/23 00:00:00+00,TX,IM,1888941,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192758,Lyndon B Johnson,26537.5600476945,8531423.95934305
283,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{81618C4A-76C7-4CC2-B2AB-8AF0B63BF576},304,AZRU,Lands - http://landsnet.nps.gov/tractsnet/documents/AZRU/Metadata/azru_metadata.xml,Aztec Ruins National Monument,2017/06/22 00:00:00+00,NM,IM,885961,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192754,Aztec Ruins,8141.44225517384,2004409.13958998
284,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{D5CF760D-D23E-4AAD-A450-2ECDE9A77558},305,CACH,Lands - http://landsnet.nps.gov/tractsnet/documents/CACH/Metadata/cach_metadata.xml,Canyon de Chelly National Monument,2010/12/14 00:00:00+00,AZ,IM,44981,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225688,Canyon de Chelly,324228.887335521,548633511.265478
285,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{FD5F8CAB-AF51-44C1-AC13-D86F36AA8CC2},306,CHCU,Lands - http://landsnet.nps.gov/tractsnet/documents/CHCU/Metadata/chcu_metadata.xml,Chaco Culture National Historical Park,2017/12/11 00:00:00+00,NM,IM,936878,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209594,Chaco Culture,112537.972126832,213200931.060462
286,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{202CF66C-C277-44BE-8B35-322C5F24086E},307,ELMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMO/Metadata/elmo_metadata.xml,El Morro National Monument,2006/12/11 00:00:00+00,NM,IM,906062,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047951,El Morro,11786.3469806779,7738012.90425109
287,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{870877AE-A73A-4F87-85EB-B107F91A66F9},308,HUTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HUTR/Metadata/hutr_metadata.xml,Hubbell Trading Post National Historic Site,2008/05/13 00:00:00+00,AZ,IM,6092,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047988,Hubbell Trading Post,4954.33598189077,983458.726943402
288,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{AC225900-6744-4A32-A9B6-8F02C2B523B4},309,NAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/NAVA/Metadata/nava_metadata.xml,Navajo National Monument,2009/07/13 00:00:00+00,AZ,IM,8538,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048406,Navajo,10050.3444195541,2274168.40766154
289,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{03D75B81-5515-4061-A5FD-64271B15B1C4},310,WACA,Lands - http://landsnet.nps.gov/tractsnet/documents/WACA/Metadata/waca_metadata.xml,Walnut Canyon National Monument,2018/02/12 00:00:00+00,AZ,IM,35848,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166442,Walnut Canyon,32885.5990823087,19671428.9425498
290,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{81A72B2B-E7A9-4B44-8548-CB33C46DB213},311,SUCR,Lands - http://landsnet.nps.gov/tractsnet/documents/SUCR/Metadata/sucr_metadata.xml,Sunset Crater Volcano National Monument,2023/09/21 10:07:15+00,AZ,IM,34968,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048047,Sunset Crater Volcano,21454.9855324999,19108501.6472645
291,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{E92AD79C-5CCE-4013-94AD-C7F08053E622},312,WUPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WUPA/Metadata/wupa_metadata.xml,Wupatki National Monument,2018/02/06 00:00:00+00,AZ,IM,38197,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048067,Wupatki,96312.4172699116,217110219.402291
292,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{0D7A527D-9D97-40FF-AB05-EEA370946F66},313,PAIS,Lands - http://landsnet.nps.gov/tractsnet/documents/PAIS/Metadata/pais_metadata.xml,Padre Island National Seashore,2018/07/26 00:00:00+00,TX,IM,1383785,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239939,Padre Island,264808.385459027,668799343.606376
293,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{12953C78-8C6C-48C9-9A2C-38AE8FE4A101},314,PECO,Lands - http://landsnet.nps.gov/tractsnet/documents/PECO/Metadata/peco_metadata.xml,Pecos National Historical Park,2023/12/04 00:00:00+00,NM,IM,937161,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223251,Pecos,46887.8754940059,42189516.2865314
294,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{08FA175F-9401-4431-ADC9-BF8AF1447B7C},315,CHIC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIC/Metadata/chic_metadata.xml,Chickasaw National Recreation Area,2018/03/29 00:00:00+00,OK,IM,1101907,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047933,Chickasaw,84403.8928255352,58919202.5326033
295,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{EF808D36-4909-4D60-B4BC-A7DEE3724522},316,JELA,Lands - http://landsnet.nps.gov/tractsnet/documents/JELA/Metadata/jela_metadata.xml,Jean Lafitte National Historical Park and Preserve,2023/09/15 00:00:00+00,LA,SE,560393,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047992,Jean Lafitte,156726.818080773,108185936.386038
296,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{586676D9-E51F-4E5E-833C-5E8E059C5CE3},317,LAMR,Lands - http://landsnet.nps.gov/tractsnet/documents/LAMR/Metadata/lamr_metadata.xml,Lake Meredith National Recreation Area,2019/11/25 00:00:00+00,TX,IM,1384770,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2268323,Lake Meredith,228778.15629291,255197279.757515
297,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{A7A12DB4-ED4C-43AF-8F66-DA3902047033},318,ALFL,Lands - http://landsnet.nps.gov/tractsnet/documents/ALFL/Metadata/alfl_metadata.xml,Alibates Flint Quarries National Monument,2019/11/25 00:00:00+00,TX,IM,1377214,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047899,Alibates Flint Quarries,13826.2520638969,8414268.40474795
298,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{60D28A9D-B65F-4BBE-9D9A-4BECBA641C21},319,RIGR,Lands - http://landsnet.nps.gov/tractsnet/documents/RIGR/Metadata/rigr_metadata.xml,Rio Grande Wild and Scenic River,2018/03/22 00:00:00+00,TX,IM,2766087,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252626,Rio Grande,729598.647374713,118186366.626271
299,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{F227E4AA-0401-4F7A-9BE5-943D52B3E597},320,PETR,Lands - http://landsnet.nps.gov/tractsnet/documents/PETR/Metadata/petr_metadata.xml,Petroglyph National Monument,2023/03/13 14:29:14+00,NM,IM,920404,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203272,Petroglyph,72425.3294406022,43655812.0633834
300,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C2FFCE9F-70E4-4B81-9293-E3025580F53D},321,SAAN,Lands - http://landsnet.nps.gov/tractsnet/documents/SAAN/Metadata/saan_metadata.xml,San Antonio Missions National Historical Park,2021/06/24 00:00:00+00,TX,IM,1377039,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220224,San Antonio Missions,65874.5317557157,5264440.8514301
301,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{157738F0-7C4D-4737-B494-28174D47D3EE},323,WABA,Lands - http://landsnet.nps.gov/tractsnet/documents/WABA/Metadata/waba_metadata.xml,Washita Battlefield National Historic Site,2022/03/25 00:00:00+00,OK,IM,1946144,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048061,Washita Battlefield,5947.32965189543,1962554.21104329
302,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{D9A5FF1C-C0E9-4DE8-B432-C912EE23B2EC},324,WHSA,Lands - http://landsnet.nps.gov/tractsnet/documents/WHSA/Metadata/whsa_metadata.xml,White Sands National Park,2023/03/15 14:40:32+00,NM,IM,914261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239941,White Sands,141997.183727592,850940588.204504
303,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{3AB1641C-4E02-4500-AF2B-4095F6294745},325,ELMA,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMA/Metadata/elma_metadata.xml,El Malpais National Monument,2023/09/14 11:22:35+00,NM,IM,1888913,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239599,El Malpais,253481.897310578,684640802.424563
304,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{E045D1F6-4033-4ED8-9DE0-B43B49EEC883},326,POPO,Unofficial Boundary of Poverty Point National Monument.,Poverty Point National Monument,2013/12/18 00:00:00+00,LA,SE,1888953,National Monument,Region,Preliminary data. Contact the Land Resources Program for additional information.,Poverty Point,18469.2167587211,5667480.06821551
305,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{EC8C57DD-5056-4CE8-8421-56276663FF58},328,PAAL,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAL/Metadata/paal_metadata.xml,Palo Alto Battlefield National Historical Park,2020/09/14 00:00:00+00,TX,IM,1888952,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194485,Palo Alto Battlefield,18145.0072278654,17236429.8690831
306,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{87F44467-6E58-4498-A3A8-DFB8913D5F41},329,CABR,Lands - http://landsnet.nps.gov/tractsnet/documents/CABR/Metadata/cabr_metadata.xml,Cabrillo National Monument,2024/03/18 00:00:00+00,CA,PW,255957,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047918,Cabrillo,6128.56595881954,918634.964219541
307,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{F2F07784-07BD-4B0B-9688-F223B9CFFEEF},330,CHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIS/Metadata/chis_metadata.xml,Channel Islands National Park,2020/12/17 00:00:00+00,CA,PW,1662323,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049244,Channel Islands,340840.437025,1449812256.5007
308,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{2D09E4F5-C48B-4D43-B324-16F953A20042},331,DEVA,Lands - http://landsnet.nps.gov/tractsnet/documents/DEVA/Metadata/deva_metadata.xml,Death Valley National Park,2020/01/22 00:00:00+00,CA,PW,857501,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209590,Death Valley,907235.067470549,21544234989.9271
309,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{310E2301-08AD-4118-9751-D3DF28C40958},332,GOGA,Lands - http://landsnet.nps.gov/tractsnet/documents/GOGA/Metadata/goga_metadata.xml,Golden Gate National Recreation Area,2024/03/18 00:00:00+00,CA,PW,255952,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221820,Golden Gate,633316.15461465,535132454.759557
310,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C4DB99B0-D5DA-46BD-9CF1-A7111A4B625C},333,KALA,Lands - http://landsnet.nps.gov/tractsnet/documents/KALA/Metadata/kala_metadata.xml,Kalaupapa National Historical Park,2009/01/15 00:00:00+00,HI,PW,365030,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047996,Kalaupapa,54468.0877328764,49785906.7353947
311,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{229D1F3E-F801-4652-A353-9BF21D743AA3},334,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,2010/02/24 00:00:00+00,CA,PW,1655639,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049236,Fort Point,2664.74576680339,162800.920550318
312,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{C2EB1BAB-4A7B-40D0-8FB2-A6E0F9B12F91},335,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048393,Eugene O'Neill,1343.38927284163,85735.633020292
313,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{248612F8-FA35-41D2-A3E3-96B2948C4F4B},336,GRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRCA/Metadata/grca_metadata.xml,Grand Canyon National Park,2021/01/08 00:00:00+00,AZ,IM,23866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209617,Grand Canyon,2135273.48717514,7487847409.6186
314,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{82CB1791-5E55-4E82-BE76-23C8AA892990},337,PUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHO/Metadata/puho_metadata.xml,Pu'uhonua o Honaunau National Historical Park,2012/01/13 00:00:00+00,HI,PW,358732,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182236,Pu`uhonua O Honaunau,16221.0994026254,1927680.38634295
315,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{BB038623-869B-4869-80EF-53249C58609F},338,HALE,Lands - http://landsnet.nps.gov/tractsnet/documents/HALE/Metadata/hale_metadata.xml,Haleakala National Park,2023/03/22 08:48:05+00,HI,PW,358382,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185783,Haleakala,106566.958536584,157378761.779693
316,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{2DCE746A-4ABC-4197-B6E1-5AA1A0C7F219},339,HAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAVO/Metadata/havo_metadata.xml,Hawai'i Volcanoes National Park,2022/03/03 00:00:00+00,HI,PW,365210,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165326,Hawaii Volcanoes,359284.752745748,1682971752.9011
317,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{B38BE865-7532-4E37-B551-8B89FA42E346},340,PUHE,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHE/Metadata/puhe_metadata.xml,Pu'ukohola Heiau National Historic Site,2008/06/18 00:00:00+00,HI,PW,1877550,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048187,Puukohola Heiau,3016.88677148297,396784.472651821
318,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{39BD2C52-ADC2-4E19-98D2-AB7779FC9878},341,KAHO,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,Kaloko-Honokohau National Historical Park,2019/05/08 00:00:00+00,HI,PW,1879023,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181917,Kaloko-Honokohau,12219.8442120332,5746560.73133505
319,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{2BF5C24A-0EC6-4A48-8835-721C3B95BAAE},342,JOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/JOTR/Metadata/jotr_metadata.xml,Joshua Tree National Park,2019/06/13 00:00:00+00,CA,PW,277261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048550,Joshua Tree,540677.205750814,4698082881.96988
320,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{0C8F03DB-F231-4393-BAB9-05F254E30823},343,LAKE,Lands - http://landsnet.nps.gov/tractsnet/documents/LAKE/Metadata/lake_metadata.xml,Lake Mead National Recreation Area,2023/03/17 00:00:00+00,AZ,PW,858265,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210708,Lake Mead,2078124.06167333,9249256338.34624
321,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{11670901-FC9F-4845-8FB7-382AFBFFDE05},344,MOJA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOJA/Metadata/moja_metadata.xml,Mojave National Preserve,2022/09/15 12:38:07+00,CA,PW,1888945,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223248,Mojave,566049.277907345,9627303592.43593
322,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{90CB07C7-3DDF-41FC-9C45-85878FBB3C50},345,LAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/LAVO/Metadata/lavo_metadata.xml,Lassen Volcanic National Park,2015/08/19 00:00:00+00,CA,PW,262325,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224525,Lassen Volcanic,149637.527913223,753097653.745898
323,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{1C9A52C8-FAF8-4110-8323-3AE401DD58C3},346,LABE,Lands - http://landsnet.nps.gov/tractsnet/documents/LABE/Metadata/labe_metadata.xml,Lava Beds National Monument,2011/09/06 00:00:00+00,CA,PW,262358,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175724,Lava Beds,98385.0244326648,340718248.624584
324,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{516F4287-0E6D-4E27-B34A-E206EEC22220},347,GRBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRBA/Metadata/grba_metadata.xml,Great Basin National Park,2009/09/10 00:00:00+00,NV,PW,862430,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048548,Great Basin,132859.999277163,515901035.871537
325,2024/04/22 14:02:36+00,NPS_WASO_LANDS,2024/04/22 14:02:36+00,NPS_WASO_LANDS,{9B02BBD9-766B-491B-B644-A345F0B56266},348,PEFO,Lands - http://landsnet.nps.gov/tractsnet/documents/PEFO/Metadata/pefo_metadata.xml,Petrified Forest National Park,2023/03/13 14:26:29+00,AZ,IM,23864,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209625,Petrified Forest,269139.159184498,1347243521.66979
